Date,Product_ID,Location,Demand,Price,Promotion,Stock_Level,Day_of_Week,Is_Holiday
2060-10-24,A123,Berlin,106,9.9,No,166,Sunday,No
2060-10-25,B234,Hamburg,97,10.38,No,59,Monday,No
2060-10-26,C345,Hamburg,100,10.11,No,144,Tuesday,No
2060-10-27,A123,Berlin,99,11.0,No,87,Wednesday,No
2060-10-28,B234,Munich,107,10.14,Yes,75,Thursday,No
2060-10-29,C345,Hamburg,94,9.13,No,61,Friday,No
2060-10-30,A123,Berlin,89,8.98,Yes,272,Saturday,No
2060-10-31,B234,Berlin,106,11.52,Yes,166,Sunday,No
2060-11-01,C345,Berlin,74,10.29,No,179,Monday,No
2060-11-02,A123,Munich,115,10.13,Yes,256,Tuesday,No
2060-11-03,B234,Berlin,110,10.26,Yes,261,Wednesday,No
2060-11-04,C345,Berlin,99,10.2,No,79,Thursday,No
2060-11-05,A123,Berlin,103,9.69,No,167,Friday,No
2060-11-06,B234,Berlin,100,10.61,Yes,258,Saturday,No
2060-11-07,C345,Berlin,90,11.01,No,278,Sunday,No
2060-11-08,A123,Hamburg,106,10.85,No,271,Monday,No
2060-11-09,B234,Munich,98,9.96,No,55,Tuesday,No
2060-11-10,C345,Berlin,107,8.95,No,131,Wednesday,No
2060-11-11,A123,Berlin,103,8.71,No,192,Thursday,No
2060-11-12,B234,Munich,100,10.96,Yes,240,Friday,No
2060-11-13,C345,Hamburg,91,9.52,No,124,Saturday,No
2060-11-14,A123,Berlin,100,10.15,No,117,Sunday,No
2060-11-15,B234,Hamburg,87,9.13,Yes,211,Monday,No
2060-11-16,C345,Hamburg,99,10.2,No,297,Tuesday,No
2060-11-17,A123,Hamburg,99,11.12,No,252,Wednesday,No
2060-11-18,B234,Munich,96,11.3,Yes,160,Thursday,No
2060-11-19,C345,Munich,92,8.61,Yes,124,Friday,No
2060-11-20,A123,Munich,113,10.71,Yes,269,Saturday,No
2060-11-21,B234,Hamburg,102,9.11,Yes,89,Sunday,No
2060-11-22,C345,Munich,97,11.76,No,187,Monday,No
2060-11-23,A123,Munich,99,11.94,Yes,133,Tuesday,No
2060-11-24,B234,Hamburg,110,10.38,No,202,Wednesday,No
2060-11-25,C345,Hamburg,99,10.1,No,79,Thursday,No
2060-11-26,A123,Berlin,106,9.81,No,155,Friday,No
2060-11-27,B234,Munich,107,11.48,No,255,Saturday,No
2060-11-28,C345,Berlin,104,10.16,Yes,122,Sunday,No
2060-11-29,A123,Berlin,114,10.3,No,223,Monday,No
2060-11-30,B234,Berlin,94,9.77,Yes,69,Tuesday,No
2060-12-01,C345,Hamburg,95,10.04,Yes,128,Wednesday,No
2060-12-02,A123,Berlin,115,10.53,No,141,Thursday,No
2060-12-03,B234,Hamburg,102,10.43,No,274,Friday,No
2060-12-04,C345,Berlin,92,10.9,No,128,Saturday,No
2060-12-05,A123,Hamburg,97,10.24,No,217,Sunday,No
2060-12-06,B234,Berlin,96,9.85,Yes,237,Monday,No
2060-12-07,C345,Berlin,95,10.32,No,74,Tuesday,No
2060-12-08,A123,Munich,113,10.23,Yes,119,Wednesday,No
2060-12-09,B234,Munich,115,9.29,Yes,200,Thursday,No
2060-12-10,C345,Hamburg,84,7.89,Yes,73,Friday,No
2060-12-11,A123,Munich,97,9.03,Yes,99,Saturday,No
2060-12-12,B234,Hamburg,104,8.75,Yes,213,Sunday,No
2060-12-13,C345,Hamburg,94,10.89,No,278,Monday,No
2060-12-14,A123,Munich,93,9.07,No,124,Tuesday,No
2060-12-15,B234,Hamburg,83,11.43,No,142,Wednesday,No
2060-12-16,C345,Hamburg,116,9.25,No,69,Thursday,No
2060-12-17,A123,Munich,92,10.6,Yes,159,Friday,No
2060-12-18,B234,Hamburg,124,11.91,No,84,Saturday,No
2060-12-19,C345,Berlin,112,10.6,No,270,Sunday,No
2060-12-20,A123,Munich,124,11.93,Yes,103,Monday,No
2060-12-21,B234,Berlin,123,9.06,No,269,Tuesday,No
2060-12-22,C345,Munich,101,11.2,No,192,Wednesday,No
2060-12-23,A123,Berlin,107,9.29,No,280,Thursday,No
2060-12-24,B234,Hamburg,98,10.99,Yes,123,Friday,No
2060-12-25,C345,Munich,122,9.94,Yes,165,Saturday,No
2060-12-26,A123,Berlin,102,10.24,No,229,Sunday,No
2060-12-27,B234,Hamburg,104,9.98,No,273,Monday,No
2060-12-28,C345,Berlin,115,9.69,No,215,Tuesday,No
2060-12-29,A123,Munich,113,10.13,No,123,Wednesday,No
2060-12-30,B234,Hamburg,83,10.43,No,79,Thursday,No
2060-12-31,C345,Berlin,102,8.5,Yes,263,Friday,No
2061-01-01,A123,Berlin,94,9.72,No,230,Saturday,No
2061-01-02,B234,Munich,94,10.65,No,134,Sunday,No
2061-01-03,C345,Berlin,113,10.16,No,104,Monday,No
2061-01-04,A123,Hamburg,96,10.97,Yes,139,Tuesday,No
2061-01-05,B234,Hamburg,97,8.53,No,182,Wednesday,No
2061-01-06,C345,Hamburg,105,10.31,Yes,133,Thursday,No
2061-01-07,A123,Berlin,91,10.77,No,145,Friday,No
2061-01-08,B234,Hamburg,99,9.72,Yes,152,Saturday,No
2061-01-09,C345,Munich,99,9.62,No,216,Sunday,No
2061-01-10,A123,Munich,101,11.35,No,114,Monday,No
2061-01-11,B234,Munich,117,7.08,No,205,Tuesday,No
2061-01-12,C345,Hamburg,89,9.51,Yes,114,Wednesday,No
2061-01-13,A123,Hamburg,97,9.43,No,112,Thursday,No
2061-01-14,B234,Munich,110,10.62,No,167,Friday,No
2061-01-15,C345,Munich,106,11.02,No,202,Saturday,No
2061-01-16,A123,Berlin,115,11.07,No,84,Sunday,No
2061-01-17,B234,Berlin,95,9.38,No,105,Monday,No
2061-01-18,C345,Munich,98,10.26,Yes,230,Tuesday,No
2061-01-19,A123,Hamburg,104,9.48,Yes,146,Wednesday,No
2061-01-20,B234,Munich,114,11.04,No,71,Thursday,No
2061-01-21,C345,Berlin,101,10.28,No,293,Friday,No
2061-01-22,A123,Munich,104,9.93,Yes,226,Saturday,No
2061-01-23,B234,Berlin,86,10.19,No,160,Sunday,No
2061-01-24,C345,Berlin,86,10.93,No,148,Monday,No
2061-01-25,A123,Berlin,89,10.32,No,80,Tuesday,No
2061-01-26,B234,Munich,113,9.7,Yes,130,Wednesday,No
2061-01-27,C345,Hamburg,100,9.8,Yes,53,Thursday,No
2061-01-28,A123,Munich,88,10.73,Yes,182,Friday,No
2061-01-29,B234,Berlin,100,8.98,No,214,Saturday,No
2061-01-30,C345,Berlin,97,10.95,No,285,Sunday,No
2061-01-31,A123,Munich,87,8.06,Yes,192,Monday,No
2061-02-01,B234,Berlin,90,10.07,Yes,201,Tuesday,No
2061-02-02,C345,Hamburg,109,9.33,No,145,Wednesday,No
2061-02-03,A123,Berlin,91,12.85,No,234,Thursday,No
2061-02-04,B234,Berlin,90,7.68,Yes,275,Friday,No
2061-02-05,C345,Berlin,93,9.68,No,189,Saturday,No
2061-02-06,A123,Hamburg,94,9.31,No,272,Sunday,No
2061-02-07,B234,Berlin,85,10.84,No,73,Monday,No
2061-02-08,C345,Munich,95,11.25,No,261,Tuesday,No
2061-02-09,A123,Berlin,82,9.9,Yes,279,Wednesday,No
2061-02-10,B234,Hamburg,89,7.34,No,197,Thursday,No
2061-02-11,C345,Berlin,90,11.91,No,291,Friday,No
2061-02-12,A123,Hamburg,97,11.0,Yes,186,Saturday,No
2061-02-13,B234,Berlin,95,11.81,No,299,Sunday,No
2061-02-14,C345,Berlin,92,9.85,No,83,Monday,No
2061-02-15,A123,Munich,98,10.34,No,194,Tuesday,No
2061-02-16,B234,Berlin,84,9.47,No,113,Wednesday,No
2061-02-17,C345,Hamburg,94,7.85,Yes,92,Thursday,No
2061-02-18,A123,Hamburg,87,9.59,Yes,253,Friday,No
2061-02-19,B234,Berlin,94,9.1,No,55,Saturday,No
2061-02-20,C345,Hamburg,98,9.91,No,219,Sunday,No
2061-02-21,A123,Munich,102,8.41,Yes,98,Monday,No
2061-02-22,B234,Berlin,96,10.64,No,271,Tuesday,No
2061-02-23,C345,Berlin,84,10.34,Yes,290,Wednesday,No
2061-02-24,A123,Munich,96,7.87,No,121,Thursday,No
2061-02-25,B234,Berlin,99,7.56,No,254,Friday,No
2061-02-26,C345,Munich,89,9.15,Yes,271,Saturday,No
2061-02-27,A123,Berlin,98,10.82,Yes,73,Sunday,No
2061-02-28,B234,Munich,94,12.14,No,247,Monday,No
2061-03-01,C345,Munich,97,8.97,No,177,Tuesday,No
2061-03-02,A123,Munich,106,9.44,No,267,Wednesday,No
2061-03-03,B234,Hamburg,95,8.73,Yes,165,Thursday,No
2061-03-04,C345,Berlin,93,9.79,No,175,Friday,No
2061-03-05,A123,Munich,107,9.8,No,63,Saturday,No
2061-03-06,B234,Munich,103,10.98,No,66,Sunday,No
2061-03-07,C345,Hamburg,106,8.52,No,250,Monday,No
2061-03-08,A123,Munich,109,10.99,No,136,Tuesday,No
2061-03-09,B234,Berlin,104,10.76,No,146,Wednesday,No
2061-03-10,C345,Hamburg,122,9.42,No,243,Thursday,No
2061-03-11,A123,Hamburg,84,9.23,No,279,Friday,No
2061-03-12,B234,Berlin,105,9.75,No,219,Saturday,No
2061-03-13,C345,Munich,107,9.24,No,82,Sunday,No
2061-03-14,A123,Munich,105,9.65,No,213,Monday,No
2061-03-15,B234,Hamburg,101,8.17,No,261,Tuesday,No
2061-03-16,C345,Hamburg,104,9.68,Yes,271,Wednesday,No
2061-03-17,A123,Berlin,107,9.59,No,241,Thursday,No
2061-03-18,B234,Hamburg,94,10.15,Yes,69,Friday,No
2061-03-19,C345,Berlin,89,11.26,No,76,Saturday,No
2061-03-20,A123,Berlin,113,9.81,No,230,Sunday,No
2061-03-21,B234,Hamburg,85,9.02,No,187,Monday,No
2061-03-22,C345,Munich,100,8.27,No,285,Tuesday,No
2061-03-23,A123,Munich,97,10.56,Yes,236,Wednesday,No
2061-03-24,B234,Hamburg,101,10.23,No,297,Thursday,No
2061-03-25,C345,Berlin,99,9.9,No,258,Friday,No
2061-03-26,A123,Munich,94,10.16,No,262,Saturday,No
2061-03-27,B234,Berlin,94,10.84,Yes,93,Sunday,No
2061-03-28,C345,Berlin,85,10.31,No,296,Monday,No
2061-03-29,A123,Hamburg,110,10.31,Yes,282,Tuesday,No
2061-03-30,B234,Munich,101,11.43,No,120,Wednesday,No
2061-03-31,C345,Berlin,95,10.05,Yes,53,Thursday,No
2061-04-01,A123,Hamburg,96,9.32,No,125,Friday,No
2061-04-02,B234,Berlin,109,11.31,No,183,Saturday,No
2061-04-03,C345,Hamburg,109,9.43,No,297,Sunday,No
2061-04-04,A123,Berlin,100,8.78,No,162,Monday,No
2061-04-05,B234,Berlin,89,10.41,No,166,Tuesday,No
2061-04-06,C345,Hamburg,104,10.65,No,194,Wednesday,No
2061-04-07,A123,Hamburg,100,9.21,No,137,Thursday,No
2061-04-08,B234,Berlin,99,10.84,No,193,Friday,No
2061-04-09,C345,Hamburg,107,9.99,No,193,Saturday,No
2061-04-10,A123,Berlin,97,9.53,Yes,156,Sunday,No
2061-04-11,B234,Hamburg,115,10.03,No,67,Monday,No
2061-04-12,C345,Hamburg,100,9.39,Yes,69,Tuesday,No
2061-04-13,A123,Hamburg,93,9.99,No,117,Wednesday,No
2061-04-14,B234,Hamburg,82,11.67,No,67,Thursday,No
2061-04-15,C345,Hamburg,91,9.67,No,73,Friday,No
2061-04-16,A123,Hamburg,118,9.63,Yes,136,Saturday,No
2061-04-17,B234,Munich,97,9.14,No,272,Sunday,No
2061-04-18,C345,Munich,101,9.55,Yes,111,Monday,No
2061-04-19,A123,Berlin,98,8.74,No,124,Tuesday,No
2061-04-20,B234,Munich,93,9.54,No,142,Wednesday,No
2061-04-21,C345,Munich,99,9.29,No,234,Thursday,No
2061-04-22,A123,Munich,84,9.75,Yes,264,Friday,No
2061-04-23,B234,Hamburg,99,8.96,No,135,Saturday,No
2061-04-24,C345,Munich,111,12.48,Yes,264,Sunday,No
2061-04-25,A123,Berlin,108,9.19,No,72,Monday,No
2061-04-26,B234,Hamburg,106,9.6,No,78,Tuesday,No
2061-04-27,C345,Hamburg,115,10.26,No,258,Wednesday,No
2061-04-28,A123,Munich,80,10.4,No,190,Thursday,No
2061-04-29,B234,Berlin,96,10.74,No,85,Friday,No
2061-04-30,C345,Berlin,89,9.74,No,238,Saturday,No
2061-05-01,A123,Hamburg,98,9.15,No,74,Sunday,No
2061-05-02,B234,Hamburg,119,11.48,No,130,Monday,No
2061-05-03,C345,Berlin,104,9.12,Yes,92,Tuesday,No
2061-05-04,A123,Berlin,106,9.79,Yes,134,Wednesday,No
2061-05-05,B234,Hamburg,102,10.05,No,289,Thursday,No
2061-05-06,C345,Hamburg,95,10.62,No,229,Friday,No
2061-05-07,A123,Munich,121,10.43,No,270,Saturday,No
2061-05-08,B234,Berlin,98,9.42,No,272,Sunday,No
2061-05-09,C345,Berlin,114,10.2,Yes,142,Monday,No
2061-05-10,A123,Berlin,97,8.45,No,83,Tuesday,No
2061-05-11,B234,Munich,98,12.2,Yes,249,Wednesday,No
2061-05-12,C345,Hamburg,88,9.2,Yes,286,Thursday,No
2061-05-13,A123,Berlin,85,10.9,No,171,Friday,No
2061-05-14,B234,Munich,77,9.03,No,291,Saturday,No
2061-05-15,C345,Berlin,89,10.64,No,55,Sunday,No
2061-05-16,A123,Munich,83,8.98,No,182,Monday,No
2061-05-17,B234,Munich,106,10.89,No,191,Tuesday,No
2061-05-18,C345,Berlin,84,11.9,Yes,69,Wednesday,No
2061-05-19,A123,Munich,91,10.07,No,208,Thursday,No
2061-05-20,B234,Berlin,103,10.57,No,281,Friday,No
2061-05-21,C345,Berlin,93,10.97,No,169,Saturday,No
2061-05-22,A123,Munich,93,9.42,No,53,Sunday,No
2061-05-23,B234,Hamburg,102,10.95,No,146,Monday,No
2061-05-24,C345,Munich,102,9.55,No,190,Tuesday,No
2061-05-25,A123,Munich,101,12.16,No,265,Wednesday,No
2061-05-26,B234,Berlin,98,8.79,No,229,Thursday,No
2061-05-27,C345,Berlin,94,10.16,No,124,Friday,No
2061-05-28,A123,Berlin,100,8.98,No,248,Saturday,No
2061-05-29,B234,Hamburg,105,11.19,No,250,Sunday,No
2061-05-30,C345,Munich,113,12.49,Yes,287,Monday,No
2061-05-31,A123,Munich,108,10.28,No,275,Tuesday,No
2061-06-01,B234,Munich,108,11.93,No,164,Wednesday,No
2061-06-02,C345,Munich,107,10.83,No,141,Thursday,No
2061-06-03,A123,Munich,114,11.67,No,99,Friday,No
2061-06-04,B234,Hamburg,112,10.82,Yes,164,Saturday,No
2061-06-05,C345,Berlin,85,11.76,Yes,78,Sunday,No
2061-06-06,A123,Berlin,104,11.62,No,191,Monday,No
2061-06-07,B234,Hamburg,99,9.51,Yes,162,Tuesday,No
2061-06-08,C345,Munich,103,9.54,No,213,Wednesday,No
2061-06-09,A123,Berlin,107,9.8,No,84,Thursday,No
2061-06-10,B234,Munich,110,9.38,Yes,75,Friday,No
2061-06-11,C345,Munich,100,10.56,Yes,298,Saturday,No
2061-06-12,A123,Munich,105,11.47,No,82,Sunday,No
2061-06-13,B234,Munich,104,10.53,Yes,260,Monday,No
2061-06-14,C345,Hamburg,98,9.69,Yes,270,Tuesday,No
2061-06-15,A123,Hamburg,111,10.24,No,251,Wednesday,No
2061-06-16,B234,Berlin,86,8.04,Yes,177,Thursday,No
2061-06-17,C345,Munich,66,8.87,No,245,Friday,No
2061-06-18,A123,Munich,91,9.7,Yes,80,Saturday,No
2061-06-19,B234,Hamburg,116,10.52,No,287,Sunday,No
2061-06-20,C345,Hamburg,102,9.75,No,79,Monday,No
2061-06-21,A123,Munich,79,10.2,No,88,Tuesday,No
2061-06-22,B234,Munich,106,9.77,No,119,Wednesday,No
2061-06-23,C345,Berlin,112,9.61,No,231,Thursday,No
2061-06-24,A123,Hamburg,85,8.86,No,59,Friday,No
2061-06-25,B234,Munich,78,10.44,No,105,Saturday,No
2061-06-26,C345,Hamburg,97,9.55,Yes,117,Sunday,No
2061-06-27,A123,Munich,104,10.14,No,254,Monday,No
2061-06-28,B234,Munich,110,9.37,No,284,Tuesday,No
2061-06-29,C345,Hamburg,93,10.59,Yes,241,Wednesday,No
2061-06-30,A123,Berlin,97,10.11,Yes,88,Thursday,No
2061-07-01,B234,Hamburg,81,10.27,No,121,Friday,No
2061-07-02,C345,Hamburg,105,9.24,No,126,Saturday,No
2061-07-03,A123,Berlin,115,9.18,No,120,Sunday,No
2061-07-04,B234,Hamburg,106,10.31,Yes,60,Monday,No
2061-07-05,C345,Berlin,111,8.58,Yes,273,Tuesday,No
2061-07-06,A123,Hamburg,105,10.87,Yes,106,Wednesday,No
2061-07-07,B234,Hamburg,104,9.89,No,50,Thursday,No
2061-07-08,C345,Berlin,98,9.02,Yes,100,Friday,No
2061-07-09,A123,Berlin,113,8.5,No,290,Saturday,No
2061-07-10,B234,Berlin,90,11.01,No,85,Sunday,No
2061-07-11,C345,Munich,105,7.75,No,84,Monday,No
2061-07-12,A123,Munich,79,10.47,No,131,Tuesday,No
2061-07-13,B234,Berlin,110,10.14,No,74,Wednesday,No
2061-07-14,C345,Hamburg,95,10.64,No,276,Thursday,No
2061-07-15,A123,Munich,87,8.91,Yes,126,Friday,No
2061-07-16,B234,Berlin,101,9.33,Yes,254,Saturday,No
2061-07-17,C345,Berlin,93,10.32,No,159,Sunday,No
2061-07-18,A123,Munich,97,10.05,No,175,Monday,No
2061-07-19,B234,Munich,82,10.88,Yes,123,Tuesday,No
2061-07-20,C345,Hamburg,106,9.96,No,138,Wednesday,No
2061-07-21,A123,Berlin,97,11.4,No,134,Thursday,No
2061-07-22,B234,Munich,103,10.14,Yes,172,Friday,No
2061-07-23,C345,Munich,110,11.62,No,233,Saturday,No
2061-07-24,A123,Munich,117,11.72,Yes,51,Sunday,No
2061-07-25,B234,Hamburg,104,11.75,No,141,Monday,No
2061-07-26,C345,Hamburg,90,9.26,No,278,Tuesday,No
2061-07-27,A123,Munich,100,11.22,Yes,240,Wednesday,No
2061-07-28,B234,Berlin,102,9.98,No,191,Thursday,No
2061-07-29,C345,Berlin,101,9.98,No,229,Friday,No
2061-07-30,A123,Berlin,79,10.82,No,175,Saturday,No
2061-07-31,B234,Hamburg,95,9.65,No,246,Sunday,No
2061-08-01,C345,Berlin,78,8.33,Yes,112,Monday,No
2061-08-02,A123,Munich,104,10.02,Yes,144,Tuesday,No
2061-08-03,B234,Munich,117,11.89,No,157,Wednesday,No
2061-08-04,C345,Berlin,91,9.65,Yes,187,Thursday,No
2061-08-05,A123,Munich,99,9.92,No,289,Friday,No
2061-08-06,B234,Munich,110,10.39,No,242,Saturday,No
2061-08-07,C345,Berlin,97,9.63,No,255,Sunday,No
2061-08-08,A123,Munich,99,9.8,No,81,Monday,No
2061-08-09,B234,Munich,91,10.13,No,209,Tuesday,No
2061-08-10,C345,Hamburg,103,9.59,Yes,259,Wednesday,No
2061-08-11,A123,Munich,82,11.31,Yes,150,Thursday,No
2061-08-12,B234,Berlin,91,12.12,No,208,Friday,No
2061-08-13,C345,Hamburg,93,10.46,No,224,Saturday,No
2061-08-14,A123,Hamburg,102,9.51,No,274,Sunday,No
2061-08-15,B234,Munich,129,10.51,No,161,Monday,No
2061-08-16,C345,Berlin,106,8.86,No,128,Tuesday,No
2061-08-17,A123,Munich,93,8.62,No,172,Wednesday,No
2061-08-18,B234,Munich,111,9.92,Yes,61,Thursday,No
2061-08-19,C345,Berlin,91,11.26,No,234,Friday,No
2061-08-20,A123,Hamburg,90,11.41,No,56,Saturday,No
2061-08-21,B234,Berlin,99,10.39,No,154,Sunday,No
2061-08-22,C345,Munich,97,10.7,No,85,Monday,No
2061-08-23,A123,Berlin,100,10.23,Yes,80,Tuesday,No
2061-08-24,B234,Hamburg,99,9.9,Yes,187,Wednesday,No
2061-08-25,C345,Berlin,97,8.8,Yes,198,Thursday,No
2061-08-26,A123,Munich,123,11.19,No,101,Friday,No
2061-08-27,B234,Hamburg,92,9.58,No,253,Saturday,No
2061-08-28,C345,Berlin,95,10.83,Yes,71,Sunday,No
2061-08-29,A123,Hamburg,79,9.97,No,256,Monday,No
2061-08-30,B234,Munich,84,9.04,No,52,Tuesday,No
2061-08-31,C345,Berlin,105,9.17,No,177,Wednesday,No
2061-09-01,A123,Munich,113,9.42,No,293,Thursday,No
2061-09-02,B234,Munich,94,10.11,No,139,Friday,No
2061-09-03,C345,Munich,104,11.18,No,75,Saturday,No
2061-09-04,A123,Berlin,104,10.71,No,235,Sunday,No
2061-09-05,B234,Berlin,105,9.21,No,136,Monday,No
2061-09-06,C345,Berlin,99,8.69,No,199,Tuesday,No
2061-09-07,A123,Berlin,96,10.67,Yes,232,Wednesday,No
2061-09-08,B234,Hamburg,96,11.94,Yes,142,Thursday,No
2061-09-09,C345,Munich,99,10.96,No,94,Friday,No
2061-09-10,A123,Munich,97,12.03,No,291,Saturday,No
2061-09-11,B234,Munich,110,9.5,No,135,Sunday,No
2061-09-12,C345,Hamburg,94,10.0,No,271,Monday,No
2061-09-13,A123,Berlin,117,11.33,No,175,Tuesday,No
2061-09-14,B234,Berlin,114,8.36,No,101,Wednesday,No
2061-09-15,C345,Berlin,91,10.38,Yes,79,Thursday,No
2061-09-16,A123,Berlin,115,10.32,No,73,Friday,No
2061-09-17,B234,Munich,80,11.4,Yes,79,Saturday,No
2061-09-18,C345,Munich,93,9.03,No,63,Sunday,No
2061-09-19,A123,Berlin,100,9.78,No,287,Monday,No
2061-09-20,B234,Munich,102,9.32,No,244,Tuesday,No
2061-09-21,C345,Hamburg,84,9.89,No,62,Wednesday,No
2061-09-22,A123,Munich,118,8.77,Yes,52,Thursday,No
2061-09-23,B234,Munich,111,10.53,No,275,Friday,No
2061-09-24,C345,Hamburg,103,10.17,Yes,207,Saturday,No
2061-09-25,A123,Berlin,101,9.73,No,243,Sunday,No
2061-09-26,B234,Hamburg,105,10.28,No,251,Monday,No
2061-09-27,C345,Munich,97,10.44,No,172,Tuesday,No
2061-09-28,A123,Berlin,105,11.49,No,205,Wednesday,No
2061-09-29,B234,Berlin,91,9.9,Yes,132,Thursday,No
2061-09-30,C345,Berlin,85,11.33,Yes,268,Friday,No
2061-10-01,A123,Munich,103,9.19,No,297,Saturday,No
2061-10-02,B234,Munich,105,9.38,No,87,Sunday,No
2061-10-03,C345,Munich,89,11.6,No,64,Monday,No
2061-10-04,A123,Berlin,116,11.22,Yes,211,Tuesday,No
2061-10-05,B234,Berlin,91,8.3,No,267,Wednesday,No
2061-10-06,C345,Munich,103,7.81,Yes,246,Thursday,No
2061-10-07,A123,Munich,107,11.51,Yes,288,Friday,No
2061-10-08,B234,Munich,95,9.87,No,197,Saturday,No
2061-10-09,C345,Munich,100,9.37,Yes,183,Sunday,No
2061-10-10,A123,Hamburg,84,10.26,No,112,Monday,No
2061-10-11,B234,Hamburg,88,9.42,Yes,61,Tuesday,No
2061-10-12,C345,Berlin,111,10.01,No,247,Wednesday,No
2061-10-13,A123,Hamburg,103,9.71,No,136,Thursday,No
2061-10-14,B234,Munich,102,9.63,No,193,Friday,No
2061-10-15,C345,Munich,129,8.07,No,265,Saturday,No
2061-10-16,A123,Hamburg,91,8.97,No,165,Sunday,No
2061-10-17,B234,Hamburg,105,11.11,No,55,Monday,No
2061-10-18,C345,Munich,86,10.77,No,211,Tuesday,No
2061-10-19,A123,Berlin,89,10.21,Yes,240,Wednesday,No
2061-10-20,B234,Hamburg,123,10.8,No,199,Thursday,No
2061-10-21,C345,Hamburg,107,10.07,No,125,Friday,No
2061-10-22,A123,Berlin,110,8.29,No,163,Saturday,No
2061-10-23,B234,Berlin,92,8.89,No,185,Sunday,No
2061-10-24,C345,Hamburg,102,10.49,No,205,Monday,No
2061-10-25,A123,Hamburg,89,8.26,Yes,203,Tuesday,No
2061-10-26,B234,Hamburg,93,9.2,No,279,Wednesday,No
2061-10-27,C345,Hamburg,117,9.29,No,238,Thursday,No
2061-10-28,A123,Berlin,106,10.25,No,231,Friday,No
2061-10-29,B234,Munich,97,9.8,No,291,Saturday,No
2061-10-30,C345,Hamburg,96,10.19,No,259,Sunday,No
2061-10-31,A123,Hamburg,87,10.48,Yes,104,Monday,No
2061-11-01,B234,Hamburg,100,10.36,No,299,Tuesday,No
2061-11-02,C345,Hamburg,107,10.86,No,87,Wednesday,No
2061-11-03,A123,Hamburg,112,10.17,No,55,Thursday,No
2061-11-04,B234,Munich,96,9.01,No,293,Friday,No
2061-11-05,C345,Berlin,103,8.75,No,123,Saturday,No
2061-11-06,A123,Berlin,112,10.4,No,56,Sunday,No
2061-11-07,B234,Munich,113,9.89,No,119,Monday,No
2061-11-08,C345,Berlin,101,9.98,No,290,Tuesday,No
2061-11-09,A123,Munich,112,9.34,Yes,191,Wednesday,No
2061-11-10,B234,Munich,99,9.93,Yes,189,Thursday,No
2061-11-11,C345,Berlin,116,8.48,No,171,Friday,No
2061-11-12,A123,Hamburg,93,8.59,No,175,Saturday,No
2061-11-13,B234,Munich,106,12.93,No,166,Sunday,No
2061-11-14,C345,Munich,83,7.84,Yes,280,Monday,No
2061-11-15,A123,Hamburg,108,8.96,Yes,286,Tuesday,No
2061-11-16,B234,Hamburg,100,8.82,No,148,Wednesday,No
2061-11-17,C345,Berlin,108,8.82,No,100,Thursday,No
2061-11-18,A123,Munich,85,9.53,No,62,Friday,No
2061-11-19,B234,Berlin,107,8.68,No,192,Saturday,No
2061-11-20,C345,Hamburg,96,10.7,No,143,Sunday,No
2061-11-21,A123,Munich,121,10.08,No,224,Monday,No
2061-11-22,B234,Hamburg,83,10.45,No,258,Tuesday,No
2061-11-23,C345,Hamburg,92,10.25,Yes,90,Wednesday,No
2061-11-24,A123,Berlin,100,9.29,Yes,81,Thursday,No
2061-11-25,B234,Berlin,103,9.21,No,152,Friday,No
2061-11-26,C345,Berlin,118,11.31,No,266,Saturday,No
2061-11-27,A123,Hamburg,92,10.11,Yes,101,Sunday,No
2061-11-28,B234,Berlin,100,10.12,No,190,Monday,No
2061-11-29,C345,Munich,106,10.1,Yes,56,Tuesday,No
2061-11-30,A123,Hamburg,106,10.09,No,298,Wednesday,No
2061-12-01,B234,Hamburg,106,8.55,Yes,151,Thursday,No
2061-12-02,C345,Berlin,105,10.37,Yes,239,Friday,No
2061-12-03,A123,Hamburg,111,12.56,No,185,Saturday,No
2061-12-04,B234,Munich,110,10.07,No,136,Sunday,No
2061-12-05,C345,Berlin,111,11.73,No,284,Monday,No
2061-12-06,A123,Munich,99,10.14,No,135,Tuesday,No
2061-12-07,B234,Berlin,91,10.3,No,272,Wednesday,No
2061-12-08,C345,Berlin,103,10.32,No,135,Thursday,No
2061-12-09,A123,Hamburg,102,8.06,No,264,Friday,No
2061-12-10,B234,Hamburg,98,8.49,Yes,131,Saturday,No
2061-12-11,C345,Berlin,131,9.82,No,296,Sunday,No
2061-12-12,A123,Munich,102,11.73,No,151,Monday,No
2061-12-13,B234,Munich,101,9.54,No,77,Tuesday,No
2061-12-14,C345,Berlin,105,10.52,No,177,Wednesday,No
2061-12-15,A123,Munich,104,9.07,No,250,Thursday,No
2061-12-16,B234,Munich,110,10.95,No,288,Friday,No
2061-12-17,C345,Hamburg,111,8.53,Yes,79,Saturday,No
2061-12-18,A123,Berlin,104,11.08,No,240,Sunday,No
2061-12-19,B234,Hamburg,104,9.96,Yes,243,Monday,No
2061-12-20,C345,Munich,93,9.81,No,142,Tuesday,No
2061-12-21,A123,Hamburg,124,10.69,Yes,118,Wednesday,No
2061-12-22,B234,Munich,94,11.35,Yes,135,Thursday,No
2061-12-23,C345,Munich,97,8.44,Yes,143,Friday,No
2061-12-24,A123,Munich,117,10.69,Yes,142,Saturday,No
2061-12-25,B234,Munich,93,8.34,Yes,287,Sunday,No
